1584	1922	0
1584	297	0
528	1385	0
942	1385	0
265	382	0
1663	919	0
265	334	0
1584	587	0
1151	661	0
824	208	0
307	656	0
265	528	0
1151	366	0
1584	1151	0
1389	64	0
1663	1461	0
1151	805	0
265	100	0
242	872	0
824	528	0
382	1385	0
1663	1119	0
162	1069	0
824	919	0
242	992	0
1584	261	0
261	1385	0
1151	871	0
516	1385	0
1584	919	0
1192	1385	0
1663	434	0
1584	781	0
1663	1772	0
307	1069	0
635	1385	0
824	587	0
1584	635	0
824	942	0
1663	528	0
242	1069	0
1151	1192	0
824	602	0
824	382	0
242	64	0
265	1663	0
265	1192	0
824	1023	0
307	872	0
824	1192	0
1584	208	0
919	1385	0
1663	1584	0
307	995	0
265	1023	0
1663	261	0
242	1132	0
265	91	0
265	587	0
1663	208	0
265	751	0
1663	353	0
1922	1385	0
1584	382	0
1584	2039	0
824	751	0
265	942	0
1584	1385	0
1151	334	0
1151	516	0
824	2039	0
1663	1922	0
824	297	0
100	1385	0
1151	1461	0
265	635	0
1151	251	0
297	1385	0
1389	607	0
216	1385	0
824	434	0
824	892	0
824	100	0
1151	824	0
1584	91	0
1584	871	0
242	1749	0
1663	871	0
1389	995	0
1663	91	0
1584	1461	0
265	208	0
1663	251	0
1151	751	0
824	758	0
2039	1385	0
1151	261	0
307	992	0
265	805	0
1584	1118	0
1584	1119	0
1663	516	0
251	1385	0
1151	266	0
824	1118	0
1151	635	0
1119	1385	0
1151	434	0
1663	660	0
1151	919	0
162	656	0
307	607	0
1663	751	0
162	995	0
1151	91	0
1151	1385	0
1584	1772	0
265	297	0
1151	1922	0
1584	824	0
1118	1385	0
1584	100	0
1389	992	0
265	1118	0
1151	208	0
265	1119	0
1584	602	0
307	64	0
824	91	0
824	997	0
242	607	0
997	1385	0
1151	528	0
1663	100	0
824	805	0
208	1385	0
307	1132	0
824	1385	0
265	871	0
265	1117	0
265	781	0
1663	297	0
1663	635	0
265	266	0
242	995	0
824	334	0
1151	100	0
1117	1385	0
1663	1023	0
1584	216	0
162	992	0
1584	1023	0
824	251	0
1663	1151	0
1584	528	0
265	516	0
1584	334	0
1663	817	0
660	1385	0
265	661	0
265	366	0
1584	942	0
265	2039	0
1663	942	0
1663	587	0
265	660	0
824	516	0
162	1132	0
871	1385	0
125	1385	0
1663	216	0
1151	997	0
1663	2039	0
824	1461	0
1389	1069	0
1772	1385	0
1584	751	0
1389	1132	0
353	1385	0
824	817	0
307	1749	0
1584	1192	0
824	261	0
1584	251	0
655	1385	0
1584	516	0
1151	1023	0
265	1151	0
265	125	0
1584	660	0
1389	872	0
824	635	0
1663	1117	0
265	919	0
1663	655	0
265	353	0
1663	1118	0
1663	805	0
1663	1385	0
366	1385	0
242	1221	0
162	64	0
587	1385	0
266	1385	0
1389	634	0
824	781	0
1584	817	0
1151	892	0
265	216	0
661	1385	0
265	655	0
1151	297	0
602	1385	0
824	661	0
817	1385	0
162	1221	0
1584	661	0
824	266	0
1151	1772	0
307	634	0
265	602	0
824	1117	0
265	434	0
1389	1221	0
242	656	0
1663	661	0
265	1922	0
1584	655	0
307	1221	0
781	1385	0
242	634	0
1663	125	0
265	824	0
91	1385	0
1023	1385	0
162	634	0
1584	353	0
265	1772	0
1663	997	0
162	607	0
434	1385	0
265	261	0
1151	602	0
265	251	0
1584	125	0
824	366	0
1151	942	0
1584	997	0
751	1385	0
824	660	0
265	1584	0
824	655	0
334	1385	0
1151	216	0
265	817	0
892	1385	0
1663	382	0
1584	805	0
1584	892	0
1151	781	0
1151	125	0
1663	824	0
824	1119	0
1663	266	0
824	1922	0
1663	366	0
824	125	0
824	871	0
1151	655	0
1663	1192	0
1151	817	0
1663	781	0
1151	382	0
1584	1117	0
1151	660	0
1151	2039	0
1663	602	0
1151	353	0
1663	892	0
1389	656	0
1584	366	0
162	872	0
1151	587	0
265	1461	0
824	353	0
824	1772	0
1584	266	0
1663	334	0
805	1385	0
824	216	0
1151	1118	0
1151	1119	0
265	892	0
1151	1117	0
1389	1749	0
162	1749	0
1584	434	0
1760	1296	1
1760	494	1
1270	707	1
1134	449	1
1687	707	1
1479	956	1
1478	449	1
2163	494	1
1270	596	1
1764	880	1
1135	2006	1
1478	798	1
1139	619	1
1764	268	1
1135	1296	1
1134	1681	1
1760	133	1
1134	1677	1
1687	316	1
2163	457	1
1479	522	1
2163	452	1
1270	545	1
1139	1588	1
1764	120	1
1479	409	1
1139	1589	1
1479	880	1
1270	2105	1
1760	798	1
2163	596	1
1760	104	1
1139	166	1
1478	133	1
1764	1152	1
2163	740	1
1687	1681	1
1687	1677	1
1479	740	1
1605	268	1
1605	619	1
1270	1056	1
1687	452	1
1687	457	1
1270	494	1
2163	316	1
1605	479	1
1479	1079	1
1479	2105	1
1270	104	1
2163	1508	1
2163	1503	1
1478	2006	1
1478	104	1
1760	2006	1
1478	514	1
1687	62	1
1134	956	1
1139	707	1
1478	1228	1
1135	449	1
1270	1503	1
1687	479	1
1479	1588	1
1687	596	1
1135	62	1
1760	1137	1
1134	409	1
1687	1588	1
1687	1589	1
1760	457	1
1134	740	1
1764	1620	1
1139	1503	1
1135	494	1
1479	316	1
1270	133	1
1605	707	1
1479	2006	1
1479	1296	1
1135	166	1
1605	409	1
1135	1056	1
1764	1045	1
1605	1589	1
1605	1588	1
1134	1079	1
1270	740	1
1270	798	1
1760	62	1
2163	956	1
1605	880	1
1764	201	1
1760	1677	1
1760	1681	1
1764	956	1
2163	522	1
1134	104	1
1478	545	1
1760	452	1
1764	1508	1
1478	707	1
1760	201	1
1135	1677	1
1764	1503	1
1139	494	1
1139	104	1
1605	1620	1
1478	2105	1
1139	62	1
1764	1677	1
1764	1681	1
1479	452	1
1479	457	1
1687	1137	1
1135	1508	1
1764	1079	1
1479	268	1
1605	740	1
1478	452	1
1135	409	1
1478	457	1
1764	449	1
1134	2006	1
2163	694	1
1687	133	1
1479	545	1
2163	120	1
1605	1296	1
1605	1508	1
1605	1503	1
1139	2006	1
1479	1056	1
1479	201	1
1134	880	1
1605	449	1
1134	707	1
1478	522	1
1687	798	1
1687	740	1
1479	2289	1
1134	452	1
1134	457	1
1687	514	1
1135	1228	1
1687	2289	1
1270	201	1
2163	479	1
1760	1620	1
1139	880	1
1139	956	1
1270	166	1
1135	1588	1
1135	1589	1
1605	1137	1
1478	619	1
1760	120	1
1135	1079	1
1764	1228	1
1479	514	1
1134	166	1
1134	201	1
1134	2105	1
1764	133	1
1760	268	1
1764	1137	1
1478	740	1
1760	479	1
1134	1045	1
1139	1045	1
2163	687	1
1139	1137	1
1764	798	1
1139	133	1
1760	619	1
2163	166	1
1605	850	1
1764	104	1
1270	479	1
1687	449	1
1764	514	1
1478	268	1
1764	2105	1
1605	494	1
1139	798	1
1478	409	1
1760	880	1
1135	880	1
1478	479	1
1479	687	1
1687	494	1
1687	104	1
1135	850	1
1605	316	1
1478	494	1
1135	694	1
1687	1056	1
2163	798	1
1687	687	1
1134	798	1
1270	120	1
1605	2289	1
1134	850	1
1605	1045	1
1135	1045	1
1479	850	1
1135	514	1
1605	1056	1
1760	694	1
1760	522	1
1270	619	1
2163	514	1
1134	268	1
1134	133	1
1764	545	1
1760	956	1
1764	522	1
1478	2289	1
1270	449	1
1760	316	1
1139	596	1
1479	619	1
1139	479	1
1139	449	1
1478	1296	1
1764	62	1
1687	409	1
1479	1228	1
1270	522	1
1687	850	1
1270	880	1
1760	1152	1
2163	104	1
1764	707	1
1139	316	1
1135	120	1
2163	2289	1
